
[所有内容仅供学习使用，请勿用于违法用途]

公告信息,#genre#
|齐鲁频道,http://144.52.160.109:9901/tsfile/live/1018_1.m3u8?key=txiptv&playlive=1&authid=0$未知酒店
|山东新闻,http://144.52.160.109:9901/tsfile/live/1019_1.m3u8?key=txiptv&playlive=1&authid=0$未知酒店
|山东农科,http://144.52.160.109:9901/tsfile/live/1020_1.m3u8?key=txiptv&playlive=1&authid=0$未知酒店
|山东教育,http://144.52.160.109:9901/tsfile/live/1021_1.m3u8?key=txiptv&playlive=1&authid=0$未知酒店
|山东少儿,http://144.52.160.109:9901/tsfile/live/1022_1.m3u8?key=txiptv&playlive=1&authid=0$未知酒店
|山东生活,http://144.52.160.109:9901/tsfile/live/1023_1.m3u8?key=txiptv&playlive=1&authid=0$未知酒店
|山东体育,http://144.52.160.109:9901/tsfile/live/1024_1.m3u8?key=txiptv&playlive=1&authid=0$未知酒店
|山东文旅,http://144.52.160.109:9901/tsfile/live/1025_1.m3u8?key=txiptv&playlive=1&authid=0$未知酒店
|山东综艺,http://144.52.160.109:9901/tsfile/live/1026_1.m3u8?key=txiptv&playlive=1&authid=0$未知酒店
|优漫卡通,http://144.52.160.109:9901/tsfile/live/1057_1.m3u8?key=txiptv&playlive=1&authid=0$未知酒店
|临沂综合,http://144.52.160.109:9901/tsfile/live/1058_1.m3u8?key=txiptv&playlive=1&authid=0$未知酒店
|临沂公共,http://144.52.160.109:9901/tsfile/live/1059_1.m3u8?key=txiptv&playlive=1&authid=0$未知酒店
|临沂农科,http://144.52.160.109:9901/tsfile/live/1060_1.m3u8?key=txiptv&playlive=1&authid=0$未知酒店
|山东居家购物,http://144.52.160.109:9901/tsfile/live/1063_1.m3u8?key=txiptv&playlive=1&authid=0$未知酒店
|金鹰纪实,http://144.52.160.109:9901/tsfile/live/1068_1.m3u8?key=txiptv&playlive=1&authid=0$未知酒店
|炫动卡通,http://144.52.160.109:9901/tsfile/live/1070_1.m3u8?key=txiptv&playlive=1&authid=0$未知酒店
|金鹰卡通,http://144.52.160.109:9901/tsfile/live/1071_1.m3u8?key=txiptv&playlive=1&authid=0$未知酒店
|卡酷动画,http://144.52.160.109:9901/tsfile/live/1072_1.m3u8?key=txiptv&playlive=1&authid=0$未知酒店
|嘉佳卡通,http://144.52.160.109:9901/tsfile/live/1073_1.m3u8?key=txiptv&playlive=1&authid=0$未知酒店
|精彩影视,http://144.52.160.109:9901/tsfile/live/1074_1.m3u8?key=txiptv&playlive=1&authid=0$未知酒店
|经典电影,http://144.52.160.109:9901/tsfile/live/1075_1.m3u8?key=txiptv&playlive=1&authid=0$未知酒店
|喜剧影院,http://144.52.160.109:9901/tsfile/live/1076_1.m3u8?key=txiptv&playlive=1&authid=0$未知酒店
|动作影院,http://144.52.160.109:9901/tsfile/live/1077_1.m3u8?key=txiptv&playlive=1&authid=0$未知酒店
|都市剧场,http://144.52.160.109:9901/tsfile/live/1056_1.m3u8?key=txiptv&playlive=1&authid=0$未知酒店
|广东珠江,http://119.123.77.41:9600/hls/17/index.m3u8$未知酒店
|广东新闻,http://119.123.77.41:9600/hls/20/index.m3u8$未知酒店
|广东经济科教,http://119.123.77.41:9600/hls/22/index.m3u8$未知酒店
|广东综艺,http://119.123.77.41:9600/hls/24/index.m3u8$未知酒店
|广东影视,http://119.123.77.41:9600/hls/25/index.m3u8$未知酒店
|广东少儿,http://119.123.77.41:9600/hls/26/index.m3u8$未知酒店
|广东嘉佳卡通,http://119.123.77.41:9600/hls/27/index.m3u8$未知酒店
|珠江电影,http://119.123.77.41:9600/hls/28/index.m3u8$未知酒店
|深圳都市,http://119.123.77.41:9600/hls/30/index.m3u8$未知酒店
|深圳电视剧,http://119.123.77.41:9600/hls/31/index.m3u8$未知酒店
|深圳体育,http://119.123.77.41:9600/hls/32/index.m3u8$未知酒店
|央视一套,http://58.17.48.228:808/hls/1/index.m3u8$未知酒店
|央视二套,http://58.17.48.228:808/hls/2/index.m3u8$未知酒店
|央视三套,http://58.17.48.228:808/hls/3/index.m3u8$未知酒店
|央视四套,http://58.17.48.228:808/hls/4/index.m3u8$未知酒店
|央视五套,http://58.17.48.228:808/hls/5/index.m3u8$未知酒店
|央视六套,http://58.17.48.228:808/hls/6/index.m3u8$未知酒店
|央视七套,http://58.17.48.228:808/hls/24/index.m3u8$未知酒店
|央视八套,http://58.17.48.228:808/hls/8/index.m3u8$未知酒店
|央视九套,http://58.17.48.228:808/hls/16/index.m3u8$未知酒店
|央视十套,http://58.17.48.228:808/hls/10/index.m3u8$未知酒店
|央视十一,http://58.17.48.228:808/hls/11/index.m3u8$未知酒店
|央视十二,http://58.17.48.228:808/hls/12/index.m3u8$未知酒店
|央视十三,http://58.17.48.228:808/hls/13/index.m3u8$未知酒店
|央视十四,http://58.17.48.228:808/hls/14/index.m3u8$未知酒店
|央视十五,http://58.17.48.228:808/hls/15/index.m3u8$未知酒店
|戏曲,http://58.17.48.228:808/hls/9/index.m3u8$未知酒店
|戏曲,http://58.17.48.228:808/udp/239.3.3.9:10001$未知酒店
|江西二套,http://58.17.48.228:808/hls/18/index.m3u8$未知酒店
|江西二套,http://58.17.48.228:808/udp/239.3.3.18:10001$未知酒店
|江西二套,http://58.17.48.228:808/rtsp/171.35.195.55:554/pltv/88888888/224/3221226942/10000100000000060000000000525021_0.smil$未知酒店
|江西三套,http://58.17.48.228:808/hls/1119/index.m3u8$未知酒店
|江西三套,http://58.17.48.228:808/udp/239.3.3.119:10001$未知酒店
|江西三套,http://58.17.48.228:808/rtsp/171.35.195.55:554/pltv/88888888/224/3221226950/10000100000000060000000000527277_0.smil$未知酒店
|江西四套,http://58.17.48.228:808/hls/20/index.m3u8$未知酒店
|江西四套,http://58.17.48.228:808/udp/239.3.3.20:10001$未知酒店
|江西四套,http://58.17.48.228:808/rtsp/171.35.195.54:554/pltv/88888888/224/3221226949/10000100000000060000000000527278_0.smil$未知酒店
|江西五套,http://58.17.48.228:808/hls/21/index.m3u8$未知酒店
|江西五套,http://58.17.48.228:808/udp/239.3.3.21:10001$未知酒店
|江西五套,http://58.17.48.228:808/rtsp/171.35.195.55:554/pltv/88888888/224/3221226948/10000100000000060000000000527279_0.smil$未知酒店
|江西六套,http://58.17.48.228:808/hls/22/index.m3u8$未知酒店
|江西六套,http://58.17.48.228:808/udp/239.3.3.22:10001$未知酒店
|江西六套,http://58.17.48.228:808/rtsp/171.35.195.55:554/pltv/88888888/224/3221226947/10000100000000060000000000527280_0.smil$未知酒店
|江西七套,http://58.17.48.228:808/hls/23/index.m3u8$未知酒店
|江西七套,http://58.17.48.228:808/udp/239.3.3.23:10001$未知酒店
|江西七套,http://58.17.48.228:808/rtsp/171.35.195.54:554/pltv/88888888/224/3221226945/10000100000000060000000000527282_0.smil$未知酒店
|江西教育,http://58.17.48.228:808/hls/25/index.m3u8$未知酒店
|江西教育,http://58.17.48.228:808/udp/239.3.3.25:10001$未知酒店
|江西教育,http://58.17.48.228:808/rtsp/171.35.195.55:554/pltv/88888888/224/3221226946/10000100000000060000000000527281_0.smil$未知酒店
|央视十七,http://58.17.48.228:808/hls/7/index.m3u8$未知酒店
|金鹰卡通,http://58.17.48.228:808/rtsp/171.35.195.55:554/pltv/88888888/224/3221226969/10000100000000060000000000568711_0.smil$未知酒店
|金鹰卡通,http://58.17.48.228:808/udp/224.1.3.21:13245$未知酒店
|金鹰卡通,http://58.17.48.228:808/hls/37/index.m3u8$未知酒店
|炫动卡通,http://58.17.48.228:808/udp/224.1.3.22:13245$未知酒店
|炫动卡通,http://58.17.48.228:808/hls/38/index.m3u8$未知酒店
|卡酷少儿,http://58.17.48.228:808/udp/239.3.3.39:10001$未知酒店
|卡酷少儿,http://58.17.48.228:808/hls/39/index.m3u8$未知酒店
|优漫卡通,http://58.17.48.228:808/udp/224.1.3.31:13245$未知酒店
|优漫卡通,http://58.17.48.228:808/hls/40/index.m3u8$未知酒店
|陕西农林,http://58.17.48.228:808/udp/224.1.3.10:13245$未知酒店
|黑龙江台,http://58.17.48.228:808/rtsp/171.35.195.55:554/pltv/88888888/224/3221227065/10000100000000060000000000571267_0.smil$未知酒店
|陕西农林,http://58.17.48.228:808/hls/50/index.m3u8$未知酒店
|内蒙古台,http://58.17.48.228:808/rtsp/171.35.195.55:554/pltv/88888888/224/3221227057/10000100000000060000000000571275_0.smil$未知酒店
|炫动卡通,http://58.17.48.228:808/rtsp/171.35.195.54:554/pltv/88888888/224/3221226968/10000100000000060000000000568712_0.smil$未知酒店
|老故事,http://58.17.48.228:808/rtsp/171.35.195.55:554/pltv/88888888/224/3221227086/10000100000000060000000000572095_0.smil$未知酒店
|中学生,http://58.17.48.228:808/rtsp/171.35.195.55:554/pltv/88888888/224/3221227073/10000100000000060000000000572088_0.smil$未知酒店
|早期教育,http://58.17.48.228:808/rtsp/171.35.195.55:554/pltv/88888888/224/3221227072/10000100000000060000000000572089_0.smil$未知酒店
|靓妆,http://58.17.48.228:808/rtsp/171.35.195.55:554/pltv/88888888/224/3221227071/10000100000000060000000000572090_0.smil$未知酒店
|都市剧场,http://58.17.48.228:808/udp/239.3.3.67:10001$未知酒店
|梨园频道,http://58.17.48.228:808/rtsp/171.35.195.55:554/pltv/88888888/224/3221227070/10000100000000060000000000572091_0.smil$未知酒店
|都市剧场,http://58.17.48.228:808/hls/67/index.m3u8$未知酒店
|七彩戏剧,http://58.17.48.228:808/udp/239.3.3.68:10001$未知酒店
|武术世界,http://58.17.48.228:808/rtsp/171.35.195.55:554/pltv/88888888/224/3221227069/10000100000000060000000000572092_0.smil$未知酒店
|七彩戏剧,http://58.17.48.228:808/hls/68/index.m3u8$未知酒店
|金鹰纪实,http://58.17.48.228:808/udp/239.3.3.69:10001$未知酒店
|汽摩,http://58.17.48.228:808/rtsp/171.35.195.55:554/pltv/88888888/224/3221227068/10000100000000060000000000572093_0.smil$未知酒店
|金鹰纪实,http://58.17.48.228:808/hls/69/index.m3u8$未知酒店
|欢笑剧场,http://58.17.48.228:808/udp/239.3.3.71:10001$未知酒店
|彩民在线,http://58.17.48.228:808/rtsp/118.212.169.134/pltv/88888888/224/3221227067/10000100000000060000000000572094_0.smil$未知酒店
|欢笑剧场,http://58.17.48.228:808/hls/71/index.m3u8$未知酒店
|法治天地,http://58.17.48.228:808/udp/239.3.3.72:10001$未知酒店
|法治天地,http://58.17.48.228:808/hls/72/index.m3u8$未知酒店
|中学生,http://58.17.48.228:808/udp/239.3.3.73:10001$未知酒店
|中学生,http://58.17.48.228:808/hls/73/index.m3u8$未知酒店
|国学频道,http://58.17.48.228:808/udp/239.3.3.30:10001$未知酒店
|国学频道,http://58.17.48.228:808/hls/30/index.m3u8$未知酒店
|动漫秀场,http://58.17.48.228:808/udp/239.3.3.171:10001$未知酒店
|动漫秀场,http://58.17.48.228:808/hls/171/index.m3u8$未知酒店
|游戏风云,http://58.17.48.228:808/udp/239.3.3.75:10001$未知酒店
|游戏风云,http://58.17.48.228:808/hls/75/index.m3u8$未知酒店
|陶瓷,http://58.17.48.228:808/udp/239.3.3.76:10001$未知酒店
|陶瓷,http://58.17.48.228:808/hls/76/index.m3u8$未知酒店
|文物宝库,http://58.17.48.228:808/udp/239.3.3.77:10001$未知酒店
|文物宝库,http://58.17.48.228:808/hls/77/index.m3u8$未知酒店
|老故事,http://58.17.48.228:808/udp/239.3.3.78:10001$未知酒店
|老故事,http://58.17.48.228:808/hls/78/index.m3u8$未知酒店
|宝宝动画,http://58.17.48.228:808/udp/239.3.3.80:10001$未知酒店
|宝宝动画,http://58.17.48.228:808/hls/80/index.m3u8$未知酒店
|新闻综合,http://223.166.234.51:7777/tsfile/live/1025_1.m3u8?key=txiptv&playlive=1&authid=0$未知酒店
|都市频道,http://223.166.234.51:7777/tsfile/live/1026_1.m3u8?key=txiptv&playlive=1&authid=0$未知酒店
|纪实人文,http://223.166.234.51:7777/tsfile/live/1027_1.m3u8?key=txiptv&playlive=1&authid=0$未知酒店
|东方影视,http://223.166.234.51:7777/tsfile/live/1028_1.m3u8?key=txiptv&playlive=1&authid=0$未知酒店
|第一财经,http://223.166.234.51:7777/tsfile/live/1029_1.m3u8?key=txiptv&playlive=1&authid=0$未知酒店
|五星体育,http://223.166.234.51:7777/tsfile/live/1030_1.m3u8?key=txiptv&playlive=1&authid=0$未知酒店
|东方财经,http://223.166.234.51:7777/tsfile/live/1031_1.m3u8?key=txiptv&playlive=1&authid=0$未知酒店
|ics频道,http://223.166.234.51:7777/tsfile/live/1032_1.m3u8?key=txiptv&playlive=1&authid=0$未知酒店
|上海教育台,http://223.166.234.51:7777/tsfile/live/1033_1.m3u8?key=txiptv&playlive=1&authid=0$未知酒店
|七彩戏剧,http://223.166.234.51:7777/tsfile/live/1034_1.m3u8?key=txiptv&playlive=1&authid=0$未知酒店
|法治天地,http://223.166.234.51:7777/tsfile/live/1035_1.m3u8?key=txiptv&playlive=1&authid=0$未知酒店
|金色学堂,http://223.166.234.51:7777/tsfile/live/1036_1.m3u8?key=txiptv&playlive=1&authid=0$未知酒店
|cgtn,http://223.166.234.51:7777/tsfile/live/1037_1.m3u8?key=txiptv&playlive=1&authid=0$未知酒店
|财富天下,http://223.166.234.51:7777/tsfile/live/1040_1.m3u8?key=txiptv&playlive=1&authid=0$未知酒店
|金鹰纪实,http://223.166.234.51:7777/tsfile/live/1042_1.m3u8?key=txiptv&playlive=1&authid=0$未知酒店
|纪实科教,http://223.166.234.51:7777/tsfile/live/1043_1.m3u8?key=txiptv&playlive=1&authid=0$未知酒店
|卡酷少儿,http://223.166.234.51:7777/tsfile/live/1044_1.m3u8?key=txiptv&playlive=1&authid=0$未知酒店
|金鹰卡通,http://223.166.234.51:7777/tsfile/live/1045_1.m3u8?key=txiptv&playlive=1&authid=0$未知酒店
|嘉佳卡通,http://223.166.234.51:7777/tsfile/live/1046_1.m3u8?key=txiptv&playlive=1&authid=0$未知酒店
|卡酷卡通,http://223.166.234.51:7777/tsfile/live/1047_1.m3u8?key=txiptv&playlive=1&authid=0$未知酒店
|快乐垂钓,http://223.166.234.51:7777/tsfile/live/1048_1.m3u8?key=txiptv&playlive=1&authid=0$未知酒店
|茶频道,http://223.166.234.51:7777/tsfile/live/1049_1.m3u8?key=txiptv&playlive=1&authid=0$未知酒店
|游戏风云,http://223.166.234.51:7777/tsfile/live/1050_1.m3u8?key=txiptv&playlive=1&authid=0$未知酒店
|生活时尚,http://223.166.234.51:7777/tsfile/live/1051_1.m3u8?key=txiptv&playlive=1&authid=0$未知酒店
|动漫秀场,http://223.166.234.51:7777/tsfile/live/1052_1.m3u8?key=txiptv&playlive=1&authid=0$未知酒店
|都市剧场,http://223.166.234.51:7777/tsfile/live/1053_1.m3u8?key=txiptv&playlive=1&authid=0$未知酒店
|欢笑剧场,http://223.166.234.51:7777/tsfile/live/1054_1.m3u8?key=txiptv&playlive=1&authid=0$未知酒店
|广西新闻,http://116.9.204.242:9901/tsfile/live/1001_1.m3u8?key=txiptv&playlive=1&authid=0$未知酒店
|广西都市,http://116.9.204.242:9901/tsfile/live/1002_1.m3u8?key=txiptv&playlive=1&authid=0$未知酒店
|广西公共,http://116.9.204.242:9901/tsfile/live/1003_1.m3u8?key=txiptv&playlive=1&authid=0$未知酒店
|广西影视,http://116.9.204.242:9901/tsfile/live/0124_1.m3u8?key=txiptv&playlive=1&authid=0$未知酒店
|广西旅游,http://116.9.204.242:9901/tsfile/live/0125_1.m3u8?key=txiptv&playlive=1&authid=0$未知酒店
央视频道,#genre#
CCTV1,http://119.123.77.41:9600/hls/1/index.m3u8$未知酒店
CCTV2,http://119.123.77.41:9600/hls/2/index.m3u8$未知酒店
CCTV3,http://119.123.77.41:9600/hls/3/index.m3u8$未知酒店
CCTV5,http://119.123.77.41:9600/hls/5/index.m3u8$未知酒店
CCTV5+,http://119.123.77.41:9600/hls/6/index.m3u8$未知酒店
CCTV6,http://119.123.77.41:9600/hls/7/index.m3u8$未知酒店
CCTV8,http://119.123.77.41:9600/hls/9/index.m3u8$未知酒店
CCTV9,http://119.123.77.41:9600/hls/10/index.m3u8$未知酒店
CCTV10,http://119.123.77.41:9600/hls/11/index.m3u8$未知酒店
CCTV11,http://119.123.77.41:9600/hls/12/index.m3u8$未知酒店
CCTV12,http://119.123.77.41:9600/hls/13/index.m3u8$未知酒店
CCTV15,http://119.123.77.41:9600/hls/16/index.m3u8$未知酒店
CCTV1,http://119.123.77.41:9600/hls/1/index.m3u8$未知酒店
CCTV2,http://119.123.77.41:9600/hls/2/index.m3u8$未知酒店
CCTV3,http://119.123.77.41:9600/hls/3/index.m3u8$未知酒店
CCTV4,http://119.123.77.41:9600/hls/4/index.m3u8$未知酒店
CCTV5,http://119.123.77.41:9600/hls/5/index.m3u8$未知酒店
CCTV5+,http://119.123.77.41:9600/hls/6/index.m3u8$未知酒店
CCTV6,http://119.123.77.41:9600/hls/7/index.m3u8$未知酒店
CCTV8,http://119.123.77.41:9600/hls/9/index.m3u8$未知酒店
CCTV9,http://119.123.77.41:9600/hls/10/index.m3u8$未知酒店
CCTV10,http://119.123.77.41:9600/hls/11/index.m3u8$未知酒店
CCTV11,http://119.123.77.41:9600/hls/12/index.m3u8$未知酒店
CCTV12,http://119.123.77.41:9600/hls/13/index.m3u8$未知酒店
CCTV15,http://119.123.77.41:9600/hls/16/index.m3u8$未知酒店
CCTV1,http://223.166.234.51:7777/tsfile/live/0001_1.m3u8?key=txiptv&playlive=1&authid=0$未知酒店
CCTV2,http://223.166.234.51:7777/tsfile/live/0002_1.m3u8?key=txiptv&playlive=1&authid=0$未知酒店
CCTV3,http://223.166.234.51:7777/tsfile/live/0003_1.m3u8?key=txiptv&playlive=1&authid=0$未知酒店
CCTV4,http://223.166.234.51:7777/tsfile/live/0004_1.m3u8?key=txiptv&playlive=1&authid=0$未知酒店
CCTV5,http://223.166.234.51:7777/tsfile/live/0005_1.m3u8?key=txiptv&playlive=1&authid=0$未知酒店
CCTV5+,http://223.166.234.51:7777/tsfile/live/0016_1.m3u8?key=txiptv&playlive=1&authid=0$未知酒店
CCTV6,http://223.166.234.51:7777/tsfile/live/0006_1.m3u8?key=txiptv&playlive=1&authid=0$未知酒店
CCTV7,http://223.166.234.51:7777/tsfile/live/0007_1.m3u8?key=txiptv&playlive=1&authid=0$未知酒店
CCTV8,http://223.166.234.51:7777/tsfile/live/0008_1.m3u8?key=txiptv&playlive=1&authid=0$未知酒店
CCTV9,http://223.166.234.51:7777/tsfile/live/0009_1.m3u8?key=txiptv&playlive=1&authid=0$未知酒店
CCTV10,http://223.166.234.51:7777/tsfile/live/0010_1.m3u8?key=txiptv&playlive=1&authid=0$未知酒店
CCTV11,http://223.166.234.51:7777/tsfile/live/0011_1.m3u8?key=txiptv&playlive=1&authid=0$未知酒店
CCTV12,http://223.166.234.51:7777/tsfile/live/0012_1.m3u8?key=txiptv&playlive=1&authid=0$未知酒店
CCTV13,http://223.166.234.51:7777/tsfile/live/0013_1.m3u8?key=txiptv&playlive=1&authid=0$未知酒店
CCTV14,http://223.166.234.51:7777/tsfile/live/0014_1.m3u8?key=txiptv&playlive=1&authid=0$未知酒店
CCTV15,http://223.166.234.51:7777/tsfile/live/0015_1.m3u8?key=txiptv&playlive=1&authid=0$未知酒店
CCTV17,http://223.166.234.51:7777/tsfile/live/1039_1.m3u8?key=txiptv&playlive=1&authid=0$未知酒店
CCTV1,http://119.123.77.41:9600/hls/1/index.m3u8$未知酒店
CCTV2,http://119.123.77.41:9600/hls/2/index.m3u8$未知酒店
CCTV3,http://119.123.77.41:9600/hls/3/index.m3u8$未知酒店
CCTV4,http://119.123.77.41:9600/hls/4/index.m3u8$未知酒店
CCTV5,http://119.123.77.41:9600/hls/5/index.m3u8$未知酒店
CCTV5+,http://119.123.77.41:9600/hls/6/index.m3u8$未知酒店
CCTV6,http://119.123.77.41:9600/hls/7/index.m3u8$未知酒店
CCTV8,http://119.123.77.41:9600/hls/9/index.m3u8$未知酒店
CCTV9,http://119.123.77.41:9600/hls/10/index.m3u8$未知酒店
CCTV10,http://119.123.77.41:9600/hls/11/index.m3u8$未知酒店
CCTV11,http://119.123.77.41:9600/hls/12/index.m3u8$未知酒店
CCTV12,http://119.123.77.41:9600/hls/13/index.m3u8$未知酒店
CCTV15,http://119.123.77.41:9600/hls/16/index.m3u8$未知酒店
CCTV1,http://223.166.234.51:7777/tsfile/live/0001_1.m3u8?key=txiptv&playlive=1&authid=0$未知酒店
CCTV2,http://223.166.234.51:7777/tsfile/live/0002_1.m3u8?key=txiptv&playlive=1&authid=0$未知酒店
CCTV3,http://223.166.234.51:7777/tsfile/live/0003_1.m3u8?key=txiptv&playlive=1&authid=0$未知酒店
CCTV4,http://223.166.234.51:7777/tsfile/live/0004_1.m3u8?key=txiptv&playlive=1&authid=0$未知酒店
CCTV5,http://223.166.234.51:7777/tsfile/live/0005_1.m3u8?key=txiptv&playlive=1&authid=0$未知酒店
CCTV5+,http://223.166.234.51:7777/tsfile/live/0016_1.m3u8?key=txiptv&playlive=1&authid=0$未知酒店
CCTV6,http://223.166.234.51:7777/tsfile/live/0006_1.m3u8?key=txiptv&playlive=1&authid=0$未知酒店
CCTV7,http://223.166.234.51:7777/tsfile/live/0007_1.m3u8?key=txiptv&playlive=1&authid=0$未知酒店
CCTV8,http://223.166.234.51:7777/tsfile/live/0008_1.m3u8?key=txiptv&playlive=1&authid=0$未知酒店
CCTV9,http://223.166.234.51:7777/tsfile/live/0009_1.m3u8?key=txiptv&playlive=1&authid=0$未知酒店
CCTV10,http://223.166.234.51:7777/tsfile/live/0010_1.m3u8?key=txiptv&playlive=1&authid=0$未知酒店
CCTV11,http://223.166.234.51:7777/tsfile/live/0011_1.m3u8?key=txiptv&playlive=1&authid=0$未知酒店
CCTV12,http://223.166.234.51:7777/tsfile/live/0012_1.m3u8?key=txiptv&playlive=1&authid=0$未知酒店
CCTV13,http://223.166.234.51:7777/tsfile/live/0013_1.m3u8?key=txiptv&playlive=1&authid=0$未知酒店
CCTV14,http://223.166.234.51:7777/tsfile/live/0014_1.m3u8?key=txiptv&playlive=1&authid=0$未知酒店
CCTV15,http://223.166.234.51:7777/tsfile/live/0015_1.m3u8?key=txiptv&playlive=1&authid=0$未知酒店
CCTV17,http://223.166.234.51:7777/tsfile/live/1039_1.m3u8?key=txiptv&playlive=1&authid=0$未知酒店
CCTV1,http://119.123.77.41:9600/hls/1/index.m3u8$未知酒店
CCTV2,http://119.123.77.41:9600/hls/2/index.m3u8$未知酒店
CCTV3,http://119.123.77.41:9600/hls/3/index.m3u8$未知酒店
CCTV4,http://119.123.77.41:9600/hls/4/index.m3u8$未知酒店
CCTV5,http://119.123.77.41:9600/hls/5/index.m3u8$未知酒店
CCTV5+,http://119.123.77.41:9600/hls/6/index.m3u8$未知酒店
CCTV6,http://119.123.77.41:9600/hls/7/index.m3u8$未知酒店
CCTV8,http://119.123.77.41:9600/hls/9/index.m3u8$未知酒店
CCTV9,http://119.123.77.41:9600/hls/10/index.m3u8$未知酒店
CCTV10,http://119.123.77.41:9600/hls/11/index.m3u8$未知酒店
CCTV11,http://119.123.77.41:9600/hls/12/index.m3u8$未知酒店
CCTV12,http://119.123.77.41:9600/hls/13/index.m3u8$未知酒店
CCTV15,http://119.123.77.41:9600/hls/16/index.m3u8$未知酒店
CCTV1,http://223.166.234.51:7777/tsfile/live/0001_1.m3u8?key=txiptv&playlive=1&authid=0$未知酒店
CCTV2,http://223.166.234.51:7777/tsfile/live/0002_1.m3u8?key=txiptv&playlive=1&authid=0$未知酒店
CCTV3,http://223.166.234.51:7777/tsfile/live/0003_1.m3u8?key=txiptv&playlive=1&authid=0$未知酒店
CCTV4,http://223.166.234.51:7777/tsfile/live/0004_1.m3u8?key=txiptv&playlive=1&authid=0$未知酒店
CCTV5,http://223.166.234.51:7777/tsfile/live/0005_1.m3u8?key=txiptv&playlive=1&authid=0$未知酒店
CCTV5+,http://223.166.234.51:7777/tsfile/live/0016_1.m3u8?key=txiptv&playlive=1&authid=0$未知酒店
CCTV6,http://223.166.234.51:7777/tsfile/live/0006_1.m3u8?key=txiptv&playlive=1&authid=0$未知酒店
CCTV7,http://223.166.234.51:7777/tsfile/live/0007_1.m3u8?key=txiptv&playlive=1&authid=0$未知酒店
CCTV8,http://223.166.234.51:7777/tsfile/live/0008_1.m3u8?key=txiptv&playlive=1&authid=0$未知酒店
CCTV9,http://223.166.234.51:7777/tsfile/live/0009_1.m3u8?key=txiptv&playlive=1&authid=0$未知酒店
CCTV10,http://223.166.234.51:7777/tsfile/live/0010_1.m3u8?key=txiptv&playlive=1&authid=0$未知酒店
CCTV11,http://223.166.234.51:7777/tsfile/live/0011_1.m3u8?key=txiptv&playlive=1&authid=0$未知酒店
CCTV12,http://223.166.234.51:7777/tsfile/live/0012_1.m3u8?key=txiptv&playlive=1&authid=0$未知酒店
CCTV13,http://223.166.234.51:7777/tsfile/live/0013_1.m3u8?key=txiptv&playlive=1&authid=0$未知酒店
CCTV14,http://223.166.234.51:7777/tsfile/live/0014_1.m3u8?key=txiptv&playlive=1&authid=0$未知酒店
CCTV15,http://223.166.234.51:7777/tsfile/live/0015_1.m3u8?key=txiptv&playlive=1&authid=0$未知酒店
CCTV17,http://223.166.234.51:7777/tsfile/live/1039_1.m3u8?key=txiptv&playlive=1&authid=0$未知酒店
CCTV1,http://119.123.77.41:9600/hls/1/index.m3u8$未知酒店
CCTV2,http://119.123.77.41:9600/hls/2/index.m3u8$未知酒店
CCTV3,http://119.123.77.41:9600/hls/3/index.m3u8$未知酒店
CCTV4,http://119.123.77.41:9600/hls/4/index.m3u8$未知酒店
CCTV5,http://119.123.77.41:9600/hls/5/index.m3u8$未知酒店
CCTV5+,http://119.123.77.41:9600/hls/6/index.m3u8$未知酒店
CCTV6,http://119.123.77.41:9600/hls/7/index.m3u8$未知酒店
CCTV8,http://119.123.77.41:9600/hls/9/index.m3u8$未知酒店
CCTV9,http://119.123.77.41:9600/hls/10/index.m3u8$未知酒店
CCTV10,http://119.123.77.41:9600/hls/11/index.m3u8$未知酒店
CCTV11,http://119.123.77.41:9600/hls/12/index.m3u8$未知酒店
CCTV12,http://119.123.77.41:9600/hls/13/index.m3u8$未知酒店
CCTV15,http://119.123.77.41:9600/hls/16/index.m3u8$未知酒店
CCTV1,http://223.166.234.51:7777/tsfile/live/0001_1.m3u8?key=txiptv&playlive=1&authid=0$未知酒店
CCTV3,http://223.166.234.51:7777/tsfile/live/0003_1.m3u8?key=txiptv&playlive=1&authid=0$未知酒店
CCTV4,http://223.166.234.51:7777/tsfile/live/0004_1.m3u8?key=txiptv&playlive=1&authid=0$未知酒店
CCTV5,http://223.166.234.51:7777/tsfile/live/0005_1.m3u8?key=txiptv&playlive=1&authid=0$未知酒店
CCTV5+,http://223.166.234.51:7777/tsfile/live/0016_1.m3u8?key=txiptv&playlive=1&authid=0$未知酒店
CCTV7,http://223.166.234.51:7777/tsfile/live/0007_1.m3u8?key=txiptv&playlive=1&authid=0$未知酒店
CCTV8,http://223.166.234.51:7777/tsfile/live/0008_1.m3u8?key=txiptv&playlive=1&authid=0$未知酒店
CCTV9,http://223.166.234.51:7777/tsfile/live/0009_1.m3u8?key=txiptv&playlive=1&authid=0$未知酒店
CCTV10,http://223.166.234.51:7777/tsfile/live/0010_1.m3u8?key=txiptv&playlive=1&authid=0$未知酒店
CCTV14,http://223.166.234.51:7777/tsfile/live/0014_1.m3u8?key=txiptv&playlive=1&authid=0$未知酒店
CCTV15,http://223.166.234.51:7777/tsfile/live/0015_1.m3u8?key=txiptv&playlive=1&authid=0$未知酒店
CCTV17,http://223.166.234.51:7777/tsfile/live/1039_1.m3u8?key=txiptv&playlive=1&authid=0$未知酒店
